Id,Predict
667,10 80
668,12
669,23
670,37 41
671,-1
672,8 74
673,36 60
674,74
675,8 74
676,-1
677,-1
678,35
679,94
680,10
681,-1
682,-1
683,45
684,-1
685,10
686,-1
687,37
688,74
689,-1
690,10
691,-1
692,-1
693,-1
694,-1
695,-1
696,-1
697,74
698,-1
699,8 74
700,-1
701,10
702,-1
703,74
704,8 74
705,-1
706,-1
707,-1
708,6 71
709,-1
710,6 71
711,-1
712,12
713,-1
714,-1
715,35
716,-1
717,10 80
718,-1
719,69
720,10 80
721,10 80
722,-1
723,-1
724,-1
725,8 74
726,-1
727,-1
728,36 60
729,-1
730,39
731,-1
732,-1
733,-1
734,-1
735,87
736,64
737,36 60
738,-1
739,-1
740,-1
741,10 80
742,8 74
743,-1
744,-1
745,-1
746,-1
747,26 81
748,6 71
749,37
750,10 80
751,57
752,-1
753,-1
754,10 80
755,39
756,-1
757,-1
758,-1
759,-1
760,-1
761,10 80
762,-1
763,-1
764,-1
765,-1
766,-1
767,-1
768,94
769,-1
770,8 74
771,36 60
772,34 100
773,28
774,-1
775,-1
776,10 80
777,43
778,-1
779,-1
780,-1
781,-1
782,-1
783,-1
784,-1
785,-1
786,31
787,-1
788,-1
789,20
790,74
791,94
792,-1
793,-1
794,36 60
795,-1
796,97
797,8 74
798,-1
799,-1
