Id,Predict
491,-1
492,63
493,7 76
494,1
495,-1
496,37
497,-1
498,-1
499,38
500,2 44
501,-1
502,-1
503,-1
504,-1
505,-1
506,-1
507,-1
508,1
509,-1
510,-1
511,29
512,68 98
513,52 65
514,6 71
515,12
516,-1
517,85
518,1
519,-1
520,-1
521,1
522,50
523,83 97
524,86
525,35
526,-1
527,-1
528,-1
529,45
530,45
531,-1
532,26 81
533,-1
534,62 83
535,-1
536,78
537,-1
538,12 20
539,74
540,-1
541,-1
542,-1
543,83 97
544,1
545,-1
546,88
547,-1
548,34 100
549,24
550,33
551,77
552,-1
553,-1
554,-1
555,69
556,69
557,-1
558,-1
559,34 100
560,-1
561,6 71
562,38 91
563,-1
564,50
565,74 86
566,47
567,25 30
568,-1
569,-1
570,-1
571,-1
572,-1
573,92
574,38
575,16 93
576,-1
577,13
578,13 71
579,-1
580,1
581,-1
582,-1
583,-1
584,6 71
585,78
586,39
587,9 30 82
588,-1
589,-1
590,10
591,79
592,-1
593,37
594,38 91
595,16
596,70 75
597,3
598,62
599,26
600,-1
601,38
602,37 77
603,6 71
604,62
605,9 30
606,10
607,78
608,6 71
609,12
610,60
611,47 96
612,44
613,37 77
614,31
615,70 75
616,6 71
617,-1
618,1
619,64
620,30
621,42
622,67
623,60
624,-1
625,58
626,-1
627,-1
628,1
629,70 75
630,92
631,66
632,6 71
633,70 75
634,-1
635,60
636,34 100
637,-1
638,92
639,-1
640,-1
641,13
642,45
643,-1
644,13
645,-1
646,23
647,36
648,37
649,34 100
650,80
651,25 82
652,-1
653,1
654,-1
655,-1
656,-1
657,84
658,6 71
659,1
660,-1
661,14
662,-1
663,-1
664,38 91
665,54
666,-1
667,12 32
668,-1
669,23
670,-1
671,1
672,33
673,-1
674,37 77
675,-1
676,-1
677,95
678,26 81
679,94
680,10
681,-1
682,-1
683,45
684,-1
685,10
686,58
687,6 71
688,-1
689,-1
690,-1
691,90
692,68 98
693,-1
694,1
695,-1
696,-1
697,-1
698,-1
699,-1
700,-1
701,10
702,-1
703,-1
704,70 75
705,-1
706,12 32
707,-1
708,-1
709,-1
710,6 71
711,1
712,12
713,-1
714,-1
715,-1
716,47 96
717,35
718,-1
719,16 93
720,78
721,90
722,-1
723,98
724,26 81
725,70 75
726,1
727,1
728,49
729,1
730,-1
731,-1
732,85
733,39 85
734,1
735,13 71
736,60 73
737,-1
738,-1
739,13
740,-1
741,31
742,78
743,96
744,-1
745,-1
746,-1
747,-1
748,6 71
749,37
750,29
751,57 68 98
752,-1
753,75
754,-1
755,39
756,-1
757,-1
758,-1
759,-1
760,86
761,47
762,-1
763,-1
764,-1
765,-1
766,12 32
767,-1
768,-1
769,-1
770,70 75
771,73 95
772,34 100
773,91
774,-1
775,-1
776,12 32
777,-1
778,1
779,100
780,-1
781,1
782,-1
783,-1
784,-1
785,-1
786,31
787,-1
788,-1
789,20
790,41
791,-1
792,-1
793,-1
794,-1
795,54
796,97
797,13
798,71
799,-1
